date_of_interest,case_count,probable_case_count,hospitalized_count,death_count,case_count_7day_avg,all_case_count_7day_avg,hosp_count_7day_avg,death_count_7day_avg
2023-05-08,246,99,25,1,193,276,20,1
2023-05-09,220,94,26,0,191,273,21,1
2023-05-10,243,49,19,2,194,270,21,1
2023-05-11,235,118,33,0,196,277,23,1
2023-05-12,170,87,22,1,194,276,23,1
2023-05-13,117,63,20,1,197,278,24,1
2023-05-14,133,87,17,2,195,280,23,1
2023-05-15,253,133,19,0,196,286,22,1
2023-05-16,241,96,19,1,199,289,21,1
2023-05-17,211,80,23,0,194,289,22,1
2023-05-18,216,118,25,0,192,286,21,1
2023-05-19,186,81,27,0,194,288,21,1
2023-05-20,118,52,20,0,194,286,21,0
2023-05-21,132,66,14,2,194,283,21,0
2023-05-22,259,125,37,0,195,283,24,0
2023-05-23,226,106,24,3,193,282,24,1
2023-05-24,269,113,26,2,201,295,25,1
2023-05-25,183,96,22,2,196,287,24,1
2023-05-26,155,74,18,1,192,282,23,1
2023-05-27,111,76,15,0,191,284,22,1
2023-05-28,139,63,24,0,192,285,24,1
2023-05-29,135,86,24,2,174,262,22,1
2023-05-30,311,131,19,2,186,277,21,1
2023-05-31,262,123,23,2,185,278,21,1
2023-06-01,261,119,33,1,196,292,22,1
2023-06-02,195,101,25,1,202,302,23,1
2023-06-03,146,75,21,0,207,307,24,1
2023-06-04,135,70,20,0,206,307,24,1
2023-06-05,252,114,29,3,223,328,24,1
2023-06-06,219,102,20,1,210,311,24,1
2023-06-07,190,80,28,1,200,294,25,1
2023-06-08,180,78,17,1,188,277,23,1
2023-06-09,179,116,30,1,186,277,24,1
2023-06-10,136,60,27,0,184,273,24,1
2023-06-11,134,89,17,1,184,276,24,1
2023-06-12,234,112,26,0,182,273,24,1
2023-06-13,251,101,32,1,186,277,25,1
2023-06-14,194,109,22,2,187,282,24,1
2023-06-15,204,76,15,1,190,285,24,1
2023-06-16,156,89,13,0,187,278,22,1
2023-06-17,126,59,25,0,186,276,21,1
2023-06-18,108,55,16,0,182,268,21,1
2023-06-19,166,89,21,1,172,255,21,1
2023-06-20,213,103,29,1,167,250,20,1
2023-06-21,181,88,18,1,165,245,20,1
2023-06-22,181,89,14,0,162,243,19,0
2023-06-23,160,91,21,0,162,244,21,0
2023-06-24,98,68,18,0,158,241,20,0
2023-06-25,108,47,17,1,158,240,20,1
2023-06-26,200,112,18,2,163,248,19,1
2023-06-27,220,88,17,1,164,247,18,1
2023-06-28,177,94,19,1,163,248,18,1
2023-06-29,156,90,16,4,160,244,18,1
2023-06-30,168,107,18,2,161,248,18,2
2023-07-01,111,94,14,1,163,253,17,2
2023-07-02,128,61,26,1,166,258,18,2
2023-07-03,169,102,21,1,161,252,19,2
2023-07-04,104,56,12,0,145,231,18,1
2023-07-05,220,119,25,3,151,241,19,2
2023-07-06,196,98,23,3,157,248,20,2
2023-07-07,165,99,24,1,156,246,21,1
2023-07-08,137,78,17,3,160,247,21,2
2023-07-09,112,85,13,0,158,249,19,2
2023-07-10,312,133,29,2,178,273,20,2
2023-07-11,308,119,14,1,207,312,21,2
2023-07-12,236,143,23,1,209,317,20,2
2023-07-13,409,136,22,0,240,353,20,1
2023-07-14,308,117,30,0,260,376,21,1
2023-07-15,147,98,16,1,262,380,21,1
2023-07-16,151,102,27,1,267,388,23,1
2023-07-17,318,176,29,0,268,395,23,1
2023-07-18,273,174,31,0,263,398,25,0
2023-07-19,308,180,32,0,273,414,27,0
2023-07-20,268,189,35,0,253,401,29,0
2023-07-21,309,137,31,1,253,404,29,0
2023-07-22,185,115,32,1,259,412,31,0
2023-07-23,251,144,23,1,273,432,30,0
2023-07-24,444,285,34,3,291,466,31,1
2023-07-25,375,235,36,1,306,489,32,1
2023-07-26,384,201,36,2,317,503,32,1
2023-07-27,394,217,35,0,335,525,32,1
2023-07-28,381,211,33,1,345,546,33,1
2023-07-29,287,203,32,1,359,573,33,1
2023-07-30,300,227,41,3,366,592,35,2
2023-07-31,566,318,56,0,384,614,38,1
2023-08-01,503,283,38,0,402,639,39,1
2023-08-02,480,313,44,0,416,669,40,1
2023-08-03,560,309,59,1,440,706,43,1
2023-08-04,501,318,49,2,457,738,46,1
2023-08-05,401,267,50,2,473,764,48,1
2023-08-06,365,290,45,0,482,782,49,1
2023-08-07,706,422,59,1,502,817,49,1
2023-08-08,735,437,66,1,535,872,53,1
2023-08-09,674,414,39,1,563,914,52,1
2023-08-10,671,363,60,3,579,938,53,1
2023-08-11,655,341,62,0,601,963,54,1
2023-08-12,460,293,48,3,609,975,54,1
2023-08-13,444,295,45,2,621,987,54,2
2023-08-14,830,495,68,5,638,1015,55,2
2023-08-15,790,460,69,2,646,1026,56,2
2023-08-16,746,465,52,1,657,1044,58,2
2023-08-17,650,395,60,2,654,1046,58,2
2023-08-18,679,345,78,1,657,1050,60,2
2023-08-19,498,286,56,5,662,1054,61,3
2023-08-20,465,345,63,2,665,1064,64,3
2023-08-21,949,537,61,2,682,1087,63,2
2023-08-22,856,473,59,4,692,1098,61,2
2023-08-23,856,471,87,1,708,1115,66,2
2023-08-24,813,441,56,2,731,1145,66,2
2023-08-25,715,385,68,2,736,1156,64,3
2023-08-26,517,317,54,6,739,1163,64,3
2023-08-27,620,378,58,5,761,1190,63,3
2023-08-28,980,558,70,4,765,1197,65,3
2023-08-29,927,436,74,2,775,1202,67,3
2023-08-30,902,465,84,2,782,1208,66,3
2023-08-31,805,473,56,1,781,1211,66,3
2023-09-01,739,422,69,4,784,1220,66,3
2023-09-02,547,341,74,5,789,1228,69,3
2023-09-03,634,345,60,1,791,1225,70,3
2023-09-04,673,376,76,2,747,1155,70,2
2023-09-05,1235,666,100,4,791,1232,74,3
2023-09-06,1066,592,84,3,814,1273,74,3
2023-09-07,952,547,89,3,835,1305,79,3
2023-09-08,893,505,87,3,857,1339,81,3
2023-09-09,605,379,74,3,865,1353,81,3
2023-09-10,627,337,73,2,864,1350,83,3
2023-09-11,1043,564,81,7,917,1430,84,4
2023-09-12,1045,542,70,5,890,1385,80,4
2023-09-13,1020,540,71,3,884,1371,78,4
2023-09-14,971,526,78,2,886,1371,76,4
2023-09-15,865,487,59,6,882,1364,72,4
2023-09-16,671,366,74,5,892,1372,72,4
2023-09-17,645,414,72,3,894,1386,72,4
2023-09-18,1277,659,84,8,928,1433,73,5
2023-09-19,1196,575,79,5,949,1459,74,5
2023-09-20,1154,557,96,5,968,1480,77,5
2023-09-21,1057,531,80,7,981,1493,78,6
2023-09-22,916,527,74,2,988,1506,80,5
2023-09-23,562,346,72,3,972,1488,80,5
2023-09-24,640,393,72,3,972,1484,80,5
2023-09-25,1066,558,93,3,942,1440,81,4
2023-09-26,1100,534,84,4,928,1420,82,4
2023-09-27,995,495,72,7,905,1389,78,4
2023-09-28,888,442,74,3,881,1352,77,4
2023-09-29,547,211,74,5,828,1254,77,4
2023-09-30,462,272,71,3,814,1229,77,4
2023-10-01,494,321,64,4,793,1198,76,4
2023-10-02,958,407,86,3,778,1161,75,4
2023-10-03,831,458,81,6,739,1112,75,4
2023-10-04,776,387,63,5,708,1065,73,4
2023-10-05,685,328,58,2,679,1020,71,4
2023-10-06,531,292,54,3,677,1029,68,4
2023-10-07,357,189,49,2,662,1002,65,4
2023-10-08,356,211,48,7,642,967,63,4
2023-10-09,625,304,62,6,594,904,59,4
2023-10-10,598,295,45,5,561,848,54,4
2023-10-11,542,299,57,6,528,802,53,4
2023-10-12,572,282,54,3,512,779,53,5
2023-10-13,443,206,50,4,499,754,52,5
2023-10-14,256,150,46,4,485,734,52,5
2023-10-15,333,168,52,2,481,725,52,4
2023-10-16,590,273,53,7,476,715,51,4
2023-10-17,503,257,42,4,463,696,51,4
2023-10-18,504,241,64,4,457,683,52,4
2023-10-19,479,264,57,1,444,667,52,4
2023-10-20,427,163,64,2,442,658,54,3
2023-10-21,291,155,47,4,447,664,54,3
2023-10-22,257,156,40,1,436,651,52,3
2023-10-23,532,249,47,2,428,640,52,3
2023-10-24,456,228,57,1,421,629,54,2
2023-10-25,442,261,50,6,412,623,52,2
2023-10-26,376,220,54,3,397,602,51,3
2023-10-27,328,208,45,7,383,594,49,3
2023-10-28,255,154,49,3,378,589,49,3
2023-10-29,218,140,34,3,372,581,48,4
2023-10-30,395,251,37,1,353,562,47,3
2023-10-31,335,188,41,4,336,539,44,4
2023-11-01,332,183,31,3,320,512,42,3
2023-11-02,315,186,21,2,311,498,37,3
2023-11-03,283,176,44,5,305,487,37,3
2023-11-04,201,152,26,2,297,479,33,3
2023-11-05,216,178,37,1,297,484,34,3
2023-11-06,403,265,34,5,298,488,33,3
2023-11-07,382,208,45,1,305,497,34,3
2023-11-08,365,247,47,4,309,511,36,3
2023-11-09,385,226,32,3,319,527,38,3
2023-11-10,336,194,42,3,327,537,38,3
2023-11-11,203,181,23,2,327,541,37,3
2023-11-12,255,181,30,3,333,547,36,3
2023-11-13,440,286,32,2,338,556,36,3
2023-11-14,405,282,37,4,341,569,35,3
2023-11-15,418,309,43,3,349,586,34,3
2023-11-16,428,231,46,1,355,593,36,3
2023-11-17,431,258,42,1,369,615,36,2
2023-11-18,277,203,45,2,379,629,39,2
2023-11-19,302,278,41,1,386,650,41,2
2023-11-20,582,373,50,1,406,682,43,2
2023-11-21,482,307,55,0,417,697,46,1
2023-11-22,463,331,37,1,424,707,45,1
2023-11-23,210,154,38,4,392,664,44,1
2023-11-24,422,303,60,6,391,670,47,2
2023-11-25,323,295,50,3,398,689,47,2
2023-11-26,415,301,54,4,414,709,49,3
2023-11-27,798,491,65,5,445,756,51,3
2023-11-28,637,447,55,1,467,799,51,3
2023-11-29,595,417,55,2,486,830,54,4
2023-11-30,602,360,55,6,542,915,56,4
2023-12-01,533,261,65,1,558,925,57,3
2023-12-02,405,255,55,7,569,931,58,4
2023-12-03,409,247,55,5,568,922,58,4
2023-12-04,789,468,69,2,567,918,58,3
2023-12-05,772,417,65,4,586,933,60,4
2023-12-06,696,446,80,2,601,951,63,4
2023-12-07,729,377,58,3,619,972,64,3
2023-12-08,705,393,61,4,644,1015,63,4
2023-12-09,520,357,71,4,660,1046,66,3
2023-12-10,528,386,63,1,677,1083,67,3
2023-12-11,1095,663,65,5,721,1155,66,3
2023-12-12,1038,610,93,6,759,1220,70,4
2023-12-13,1036,625,77,3,807,1295,70,4
2023-12-14,987,597,84,1,844,1363,73,3
2023-12-15,948,583,103,4,879,1425,79,3
2023-12-16,743,492,105,5,911,1476,84,4
2023-12-17,830,565,97,6,954,1545,89,4
2023-12-18,1533,1025,99,7,1016,1659,94,5
2023-12-19,1480,339,130,3,1080,1683,99,4
2023-12-20,1451,937,124,6,1139,1787,106,5
2023-12-21,1367,912,108,8,1193,1886,109,6
2023-12-22,1190,735,89,6,1228,1943,107,6
2023-12-23,917,741,110,4,1253,2003,108,6
2023-12-24,827,507,114,4,1252,1994,111,5
2023-12-25,850,469,120,4,1155,1817,114,5
2023-12-26,1975,1213,160,5,1225,2013,118,5
2023-12-27,1926,1096,141,9,1293,2104,120,6
2023-12-28,1825,1088,171,3,1359,2194,129,5
2023-12-29,1690,1027,169,4,1430,2307,141,5
2023-12-30,1252,752,146,5,1478,2357,146,5
2023-12-31,1012,623,119,3,1504,2400,147,5
2024-01-01,1064,488,142,12,1535,2433,150,6
2024-01-02,2186,1147,180,13,1565,2454,153,7
2024-01-03,2068,1028,164,11,1585,2464,156,7
2024-01-04,2008,1056,178,15,1611,2486,157,9
2024-01-05,1710,954,154,4,1614,2478,155,9
2024-01-06,1023,696,132,7,1582,2438,153,9
2024-01-07,1008,611,119,13,1581,2435,153,11
2024-01-08,2014,1040,168,4,1717,2650,156,10
2024-01-09,1649,869,148,10,1640,2533,152,9
2024-01-10,1590,827,139,12,1572,2436,148,9
2024-01-11,1538,741,160,7,1505,2324,146,8
2024-01-12,1371,685,167,8,1456,2237,148,9
2024-01-13,871,441,136,13,1434,2179,148,10
2024-01-14,785,489,111,7,1403,2130,147,9
2024-01-15,1168,682,129,13,1282,1958,141,10
2024-01-16,1250,595,116,14,1225,1862,137,11
2024-01-17,1150,609,108,14,1162,1768,132,11
2024-01-18,1080,560,107,11,1096,1677,125,11
2024-01-19,912,468,115,9,1031,1580,117,12
2024-01-20,618,362,92,18,995,1533,111,12
2024-01-21,631,396,90,7,973,1497,108,12
2024-01-22,1254,615,120,9,985,1500,107,12
2024-01-23,1123,541,107,14,967,1474,106,12
2024-01-24,999,506,109,9,945,1438,106,11
2024-01-25,948,510,89,7,926,1412,103,10
2024-01-26,846,427,93,6,917,1397,100,10
2024-01-27,578,325,80,11,911,1386,98,9
2024-01-28,513,278,84,8,894,1352,97,9
2024-01-29,1029,520,109,11,862,1306,96,9
2024-01-30,882,442,99,7,828,1258,95,8
2024-01-31,790,407,81,6,798,1214,91,8
2024-02-01,755,394,70,5,770,1169,88,8
2024-02-02,570,329,74,5,731,1116,85,8
2024-02-03,397,229,55,9,705,1076,82,7
2024-02-04,464,277,54,11,698,1069,77,8
2024-02-05,780,379,88,3,663,1014,74,7
2024-02-06,642,305,81,6,628,960,72,6
2024-02-07,649,359,78,3,608,933,71,6
2024-02-08,594,289,72,6,585,895,72,6
2024-02-09,538,277,82,6,581,883,73,6
2024-02-10,349,202,64,4,574,872,74,6
2024-02-11,368,240,61,2,560,853,75,4
2024-02-12,687,313,83,7,547,830,74,5
2024-02-13,358,149,60,4,506,767,71,5
2024-02-14,478,265,67,5,482,730,70,5
2024-02-15,485,240,61,1,466,707,68,4
2024-02-16,402,201,58,7,447,677,65,4
2024-02-17,255,131,42,4,433,653,62,4
2024-02-18,276,144,55,4,420,626,61,5
2024-02-19,387,178,55,3,377,564,57,4
2024-02-20,408,187,56,4,384,577,56,4
2024-02-21,379,175,68,1,370,550,56,3
2024-02-22,391,167,49,4,357,526,55,4
2024-02-23,297,136,50,5,342,502,54,4
2024-02-24,197,132,34,4,334,493,52,4
2024-02-25,214,135,37,5,325,483,50,4
2024-02-26,421,176,56,2,330,488,50,4
2024-02-27,341,150,52,3,320,473,49,3
2024-02-28,311,147,37,3,310,459,45,4
2024-02-29,284,123,40,5,295,438,44,4
2024-03-01,287,132,55,5,294,436,44,4
2024-03-02,151,80,27,7,287,422,43,4
2024-03-03,162,102,35,4,280,410,43,4
2024-03-04,323,114,46,3,266,387,42,4
2024-03-05,294,108,31,4,259,374,39,4
2024-03-06,226,101,33,3,247,355,38,4
2024-03-07,203,100,22,1,235,340,36,4
2024-03-08,191,94,28,1,221,321,32,3
2024-03-09,122,64,19,0,217,315,31,2
2024-03-10,120,59,21,6,211,303,29,3
2024-03-11,205,124,37,5,194,287,27,3
2024-03-12,208,119,27,2,182,277,27,3
2024-03-13,184,108,29,4,176,272,26,3
2024-03-14,168,89,29,1,171,265,27,3
2024-03-15,152,86,23,2,166,258,26,3
2024-03-16,117,57,25,1,165,257,27,3
2024-03-17,121,64,17,4,165,257,27,3
2024-03-18,228,109,29,2,168,259,26,2
2024-03-19,188,101,19,1,165,253,24,2
2024-03-20,173,110,29,2,164,252,24,2
2024-03-21,189,83,21,0,167,254,23,2
2024-03-22,164,90,17,4,169,256,22,2
2024-03-23,88,43,16,5,164,250,21,3
2024-03-24,88,61,15,2,160,245,21,2
2024-03-25,210,113,26,2,157,243,20,2
2024-03-26,171,94,26,1,155,240,21,2
2024-03-27,145,74,16,2,151,230,20,2
2024-03-28,164,66,22,0,147,224,20,2
2024-03-29,131,64,22,2,142,216,20,2
2024-03-30,94,61,15,1,143,219,20,1
2024-03-31,82,60,15,0,142,218,20,1
2024-04-01,169,86,20,3,137,209,19,1
2024-04-02,140,78,23,2,132,202,19,1
2024-04-03,144,69,27,1,132,201,21,1
2024-04-04,162,80,20,0,132,203,20,1
2024-04-05,141,72,21,2,133,205,20,1
2024-04-06,91,60,21,3,133,205,21,2
2024-04-07,99,53,12,2,135,206,21,2
2024-04-08,150,92,14,2,132,204,20,2
2024-04-09,137,106,18,5,132,208,19,2
2024-04-10,138,75,27,3,131,208,19,2
2024-04-11,149,80,29,0,129,206,20,2
2024-04-12,128,54,19,2,127,202,20,2
2024-04-13,90,60,16,0,127,202,19,2
2024-04-14,71,49,15,0,123,197,20,2
2024-04-15,182,94,22,1,128,202,21,2
2024-04-16,140,83,15,0,128,199,20,1
2024-04-17,149,81,18,0,130,201,19,0
2024-04-18,118,83,20,0,125,197,18,0
2024-04-19,145,74,29,3,128,203,19,1
2024-04-20,93,46,15,3,128,201,19,1
2024-04-21,92,54,17,1,131,205,19,1
2024-04-22,144,80,21,1,126,197,19,1
2024-04-23,110,82,20,1,122,193,20,1
2024-04-24,134,93,20,1,119,193,20,1
2024-04-25,114,85,25,0,119,192,21,1
2024-04-26,135,83,18,0,117,192,19,1
2024-04-27,94,50,20,0,118,193,20,1
2024-04-28,99,84,25,1,119,198,21,1
2024-04-29,186,100,33,0,125,207,23,0
2024-04-30,148,90,30,0,130,214,24,0
2024-05-01,140,119,21,0,131,218,25,0
2024-05-02,133,97,19,2,134,223,24,0
2024-05-03,129,98,24,0,133,224,25,0
2024-05-04,89,62,16,1,132,225,24,1
2024-05-05,75,86,22,0,129,222,24,0
2024-05-06,179,95,25,1,128,220,22,1
2024-05-07,171,129,28,1,131,229,22,1
2024-05-08,168,123,27,2,135,233,23,1
2024-05-09,176,106,22,0,141,241,23,1
2024-05-10,152,92,18,0,144,243,23,1
2024-05-11,109,104,13,1,147,252,22,1
2024-05-12,111,96,12,3,152,259,21,1
2024-05-13,262,191,26,2,164,284,21,1
2024-05-14,231,171,25,0,173,299,20,1
2024-05-15,260,169,32,0,186,319,21,1
2024-05-16,230,142,25,0,194,331,22,1
2024-05-17,216,133,32,0,203,346,24,1
2024-05-18,167,108,30,1,211,355,26,1
2024-05-19,137,119,24,0,215,362,28,0
2024-05-20,297,160,29,2,220,363,28,0
2024-05-21,289,190,27,0,228,374,28,0
2024-05-22,289,179,23,0,232,379,27,0
2024-05-23,225,168,28,1,231,382,28,1
2024-05-24,242,175,35,0,235,392,28,1
2024-05-25,148,117,32,0,232,391,28,0
2024-05-26,184,133,34,1,239,399,30,1
2024-05-27,182,113,30,2,223,376,30,1
2024-05-28,338,244,25,1,230,391,30,1
2024-05-29,315,220,38,0,233,401,32,1
2024-05-30,283,211,28,1,242,415,32,1
2024-05-31,262,180,28,0,245,419,31,1
2024-06-01,172,103,28,1,248,420,30,1
2024-06-02,195,175,32,3,250,428,30,1
2024-06-03,366,245,40,1,276,473,31,1
2024-06-04,386,235,36,1,283,478,33,1
2024-06-05,337,251,36,0,286,486,33,1
2024-06-06,337,217,38,1,294,494,34,1
2024-06-07,283,211,43,0,297,502,36,1
2024-06-08,240,153,33,0,306,519,37,1
2024-06-09,224,156,36,1,310,520,37,1
2024-06-10,446,267,44,1,322,535,38,1
2024-06-11,393,264,40,1,323,540,39,1
2024-06-12,398,275,57,1,332,552,42,1
2024-06-13,364,309,61,3,335,569,45,1
2024-06-14,370,244,39,6,348,586,44,2
2024-06-15,271,204,41,2,352,598,45,2
2024-06-16,305,216,53,0,364,618,48,2
2024-06-17,541,322,67,0,377,639,51,2
2024-06-18,465,305,61,1,388,656,54,2
2024-06-19,411,278,60,2,390,658,55,2
2024-06-20,483,313,60,1,407,675,54,2
2024-06-21,418,304,74,1,413,691,59,1
2024-06-22,287,221,58,1,416,696,62,1
2024-06-23,307,224,66,3,416,697,64,1
2024-06-24,577,397,64,2,421,713,63,2
2024-06-25,493,366,49,2,425,726,62,2
2024-06-26,516,368,54,0,440,753,61,1
2024-06-27,451,321,53,1,436,750,60,1
2024-06-28,420,320,59,0,436,753,58,1
2024-06-29,325,245,58,0,441,761,58,1
2024-06-30,316,266,52,1,443,769,56,1
2024-07-01,632,388,68,1,450,775,56,1
2024-07-02,624,405,69,2,469,800,59,1
2024-07-03,531,375,54,2,471,803,59,1
2024-07-04,345,198,59,2,456,770,60,1
2024-07-05,515,366,61,0,470,790,60,1
2024-07-06,387,253,65,3,479,800,61,2
2024-07-07,390,324,53,1,489,819,61,2
2024-07-08,704,480,83,1,499,842,63,2
2024-07-09,606,373,80,2,497,835,65,2
2024-07-10,615,413,71,3,509,853,67,2
2024-07-11,585,398,71,2,543,916,69,2
2024-07-12,576,338,80,3,552,920,72,2
2024-07-13,384,305,51,5,551,927,70,2
2024-07-14,398,310,73,5,553,926,73,3
2024-07-15,728,498,91,0,556,932,74,3
2024-07-16,723,433,85,3,573,958,75,3
2024-07-17,640,459,62,1,576,968,73,3
2024-07-18,637,403,82,0,584,976,75,2
2024-07-19,591,482,71,4,586,999,74,3
2024-07-20,407,333,66,2,589,1006,76,2
2024-07-21,459,341,63,1,598,1019,74,2
2024-07-22,838,563,81,3,614,1044,73,2
2024-07-23,728,481,90,3,614,1052,74,2
2024-07-24,734,504,86,0,628,1072,77,2
2024-07-25,691,448,82,5,635,1086,77,3
2024-07-26,612,441,65,4,638,1083,76,3
2024-07-27,384,330,52,3,635,1079,74,3
2024-07-28,449,332,71,4,634,1076,75,3
2024-07-29,722,555,72,2,617,1059,74,3
2024-07-30,712,448,87,2,615,1052,74,3
2024-07-31,698,415,65,4,610,1034,71,3
2024-08-01,592,424,66,2,596,1016,68,3
2024-08-02,565,312,80,2,589,991,70,3
2024-08-03,359,275,43,4,585,980,69,3
2024-08-04,354,258,57,3,572,956,67,3
2024-08-05,664,416,76,4,563,927,68,3
2024-08-06,532,341,59,6,538,886,64,4
2024-08-07,500,334,73,4,509,847,65,4
2024-08-08,484,290,57,3,494,812,64,4
2024-08-09,415,274,52,2,473,785,60,4
2024-08-10,330,229,53,2,468,774,61,3
2024-08-11,368,251,67,4,470,775,62,4
2024-08-12,592,415,66,1,460,765,61,3
2024-08-13,535,376,72,1,461,770,63,2
2024-08-14,510,362,51,0,462,776,60,2
2024-08-15,513,288,72,4,466,780,62,2
2024-08-16,454,287,71,0,472,787,65,2
2024-08-17,315,200,44,4,470,781,63,2
2024-08-18,260,210,47,2,454,760,60,2
2024-08-19,523,321,63,2,444,736,60,2
2024-08-20,527,283,56,5,443,722,58,2
2024-08-21,470,286,47,1,437,705,57,3
2024-08-22,442,270,51,5,427,693,54,3
2024-08-23,414,220,67,2,422,677,54,3
2024-08-24,273,193,49,1,416,670,54,3
2024-08-25,262,213,38,1,416,671,53,2
2024-08-26,507,308,51,2,414,667,51,2
2024-08-27,379,257,41,2,392,642,49,2
2024-08-28,392,266,59,2,381,628,51,2
2024-08-29,425,205,55,1,379,616,51,2
2024-08-30,327,219,61,1,366,604,51,1
2024-08-31,250,157,32,2,363,595,48,2
2024-09-01,214,161,40,3,356,581,48,2
2024-09-02,220,164,37,1,315,519,46,2
2024-09-03,416,281,44,2,321,528,47,2
2024-09-04,400,247,42,2,322,527,44,2
2024-09-05,382,219,37,5,316,522,42,2
2024-09-06,308,195,41,4,313,516,39,3
2024-09-07,230,147,38,4,310,512,40,3
2024-09-08,201,171,39,2,308,512,40,3
2024-09-09,398,234,35,2,334,547,39,3
2024-09-10,369,254,40,4,327,536,39,3
2024-09-11,368,209,29,2,322,526,37,3
2024-09-12,386,236,54,1,323,529,39,3
2024-09-13,336,218,48,2,327,537,40,2
2024-09-14,229,158,38,1,327,538,40,2
2024-09-15,219,150,25,1,329,538,38,2
2024-09-16,420,229,52,1,332,540,41,2
2024-09-17,391,211,44,1,336,537,41,1
2024-09-18,330,183,42,5,330,528,43,2
2024-09-19,327,200,37,2,322,514,41,2
2024-09-20,311,154,39,3,318,502,40,2
2024-09-21,178,118,33,2,311,489,39,2
2024-09-22,204,152,27,1,309,487,39,2
2024-09-23,333,187,37,1,296,468,37,2
2024-09-24,283,130,28,2,281,441,35,2
2024-09-25,321,158,24,0,280,437,32,2
2024-09-26,257,139,26,1,270,418,31,1
2024-09-27,203,94,23,0,254,394,28,1
2024-09-28,130,84,19,1,247,382,26,1
2024-09-29,154,61,24,1,240,362,26,1
2024-09-30,244,104,27,3,227,337,24,1
2024-10-01,215,126,32,1,218,327,25,1
2024-10-02,165,126,25,0,195,300,25,1
2024-10-03,156,81,20,2,181,278,24,1
2024-10-04,122,71,28,2,169,263,25,1
2024-10-05,96,50,17,1,165,253,25,1
2024-10-06,126,68,21,1,161,250,24,1
2024-10-07,197,97,19,1,154,242,23,1
2024-10-08,181,80,25,1,149,231,22,1
2024-10-09,155,72,22,3,148,222,22,2
2024-10-10,139,61,19,1,145,216,22,1
2024-10-11,103,49,17,1,142,211,20,1
2024-10-12,56,36,5,1,137,203,18,1
2024-10-13,96,68,24,1,132,199,19,1
2024-10-14,137,94,22,0,124,190,19,1
2024-10-15,138,74,15,0,118,183,18,1
2024-10-16,118,72,9,2,112,177,16,1
2024-10-17,89,61,19,2,105,170,16,1
2024-10-18,87,53,14,1,103,168,15,1
2024-10-19,79,39,14,2,106,172,17,1
2024-10-20,97,72,11,3,106,173,15,1
2024-10-21,140,78,23,2,107,171,15,2
2024-10-22,114,57,6,1,103,165,14,2
2024-10-23,144,75,21,1,107,169,15,2
2024-10-24,113,76,18,0,111,175,15,1
2024-10-25,101,52,19,0,113,177,16,1
2024-10-26,62,35,13,1,110,174,16,1
2024-10-27,90,76,13,1,109,173,16,1
2024-10-28,136,85,21,1,109,174,16,1
2024-10-29,110,73,16,0,108,175,17,1
2024-10-30,114,77,22,3,104,171,17,1
2024-10-31,120,59,18,1,105,170,17,1
2024-11-01,107,70,14,0,106,173,17,1
2024-11-02,67,55,8,1,106,177,16,1
2024-11-03,69,46,12,0,103,170,16,1
2024-11-04,122,62,17,1,101,164,15,1
2024-11-05,89,34,18,3,98,156,16,1
2024-11-06,88,54,11,0,95,149,14,1
2024-11-07,113,60,17,0,94,148,14,1
2024-11-08,86,36,15,1,91,140,14,1
2024-11-09,56,25,12,0,89,134,15,1
2024-11-10,62,31,11,0,88,131,14,1
2024-11-11,113,55,21,2,87,129,15,1
2024-11-12,120,44,18,1,91,135,15,1
2024-11-13,101,41,12,1,93,135,15,1
2024-11-14,86,48,12,1,89,129,14,1
2024-11-15,91,48,7,0,90,132,13,1
2024-11-16,50,25,10,1,89,131,13,1
2024-11-17,81,43,11,0,92,135,13,1
2024-11-18,111,63,14,0,91,136,12,1
2024-11-19,117,58,14,3,91,138,11,1
2024-11-20,89,46,12,1,89,137,11,1
2024-11-21,109,57,10,1,93,141,11,1
2024-11-22,79,46,18,0,91,139,13,1
2024-11-23,74,42,8,0,94,145,12,1
2024-11-24,84,54,17,0,95,147,13,1
2024-11-25,116,63,9,1,95,148,13,1
2024-11-26,107,56,12,0,94,146,12,0
2024-11-27,107,76,16,0,97,153,13,0
2024-11-28,59,16,10,0,89,140,13,0
2024-11-29,82,54,16,1,90,141,13,0
2024-11-30,80,56,9,0,91,144,13,0
2024-12-01,83,68,11,1,91,146,12,0
2024-12-02,149,109,18,0,95,157,13,0
2024-12-03,139,107,20,0,100,169,14,0
2024-12-04,140,95,10,1,105,177,13,0
2024-12-05,140,77,10,1,116,197,13,1
2024-12-06,129,67,11,0,123,206,13,0
2024-12-07,78,84,16,1,123,209,14,1
2024-12-08,104,72,15,1,126,213,14,1
2024-12-09,150,105,23,0,126,212,15,1
2024-12-10,196,107,25,1,134,221,16,1
2024-12-11,167,49,17,0,138,218,17,1
2024-12-12,159,63,22,2,140,219,18,1
2024-12-13,138,110,23,2,142,226,20,1
2024-12-14,95,73,16,2,144,227,20,1
2024-12-15,98,84,12,0,143,228,20,1
2024-12-16,203,149,23,2,151,242,20,1
2024-12-17,239,131,24,1,157,251,20,1
2024-12-18,193,128,18,2,161,266,20,2
2024-12-19,172,131,20,0,163,278,19,1
2024-12-20,170,120,17,0,167,284,19,1
2024-12-21,107,84,11,2,169,287,18,1
2024-12-22,99,95,16,2,169,289,18,1
2024-12-23,196,128,18,0,168,285,18,1
